IF_GP_1,4.855181938959754,0.6162957320729097
IF_GP_1,4.855181938959754,0.6162957320729097
IF_GP_2,4.605973386331004,1.1355531649014194
IF_GP_3,2.7414154314738703,1.6989012695507208
IF_GP_4,4.796924256317144,1.5027671041565236
IF_GP_5,4.404104945207419,0.7666455608193706
IF_GP_6,4.09593099615073,1.0608670812025085
IF_GP_7,5.009222182862527,2.0476500242388544
IF_GP_8,6.160873485835089,1.1058696144089217
IF_GP_9,5.237247693349749,1.1357599685888284
IF_GP_10,6.147790787133989,2.0547405902703657
ASGN_GP_1,2.4995575208434926,0.9629885310988422
ASGN_GP_2,3.642455171511472,0.650317274317284
ASGN_GP_3,4.261257461688918,1.0088778842419097
ASGN_GP_4,2.460521462735242,1.1310422191965195
ASGN_GP_5,2.5331542576784405,0.9490890175711868
ASGN_GP_6,2.7260820125545977,1.1992239680306165
ASGN_GP_7,2.1891248343619405,0.7527787097854692
ASGN_GP_8,2.0535593672789956,0.6410670619608687
ASGN_GP_9,3.1365750303699205,0.7876640173444605
ASGN_GP_10,2.3999720047767887,0.7978882060391169
MC_GP_1,2.0581191313145966,1.3973110361437344
MC_GP_2,1.667092895891979,1.4439630811432147
MC_GP_3,1.482969744669522,1.4439630811432147
MC_GP_4,1.7072377796831049,2.4303224065427305
MC_GP_5,1.5303588180169414,1.4439630811432147
MC_GP_6,2.078669576786286,1.5236649151417172
MC_GP_7,1.0573736082372855,2.4324738481441983
MC_GP_8,1.5998511161258617,1.4239072294041948
MC_GP_9,1.4865918394476687,1.4391057648104886
MC_GP_10,1.672224196827687,1.4439630811432147
SEQ_GP_1,1.9286165458050217,0.06284593622108005
SEQ_GP_2,2.079391039789142,0.06019185188017765
SEQ_GP_3,1.8389846901088962,0.1059010821957188
SEQ_GP_4,1.6742054780199507,0.1059010821957188
SEQ_GP_5,2.0602693739449416,0.06019185188017765
SEQ_GP_6,2.2992367489273056,0.06019185188017765
SEQ_GP_7,1.8160359070856633,0.20126963530671554
SEQ_GP_8,1.9286165458050217,0.06019185188017765
SEQ_GP_9,2.2731967977841663,0.06019185188017765
SEQ_GP_10,1.974757778833567,0.06019185188017765
